,year,lib-cons,rally,work,button
32345,1988,Conservative,No,No,No
32346,1988,Moderate,No,No,Yes
32347,1988,Moderate,No,No,No
32348,1988,Slightly liberal,No,No,No
32349,1988,Slightly liberal,No,No,No
32350,1988,Liberal,No,No,No
32351,1988,DK,DK,DK,DK
32352,1988,DK,No,No,No
32353,1988,Slightly conservative,NA,No,Yes
32354,1988,Conservative,No,No,No
32355,1988,Extremely liberal,No,No,No
32356,1988,Slightly liberal,No,No,No
32357,1988,Moderate,No,No,No
32358,1988,Conservative,No,No,No
32359,1988,Moderate,No,No,No
32360,1988,Slightly conservative,No,No,No
32361,1988,Slightly liberal,NA,No,No
32362,1988,Slightly liberal,No,No,No
32363,1988,Slightly conservative,No,No,No
32364,1988,Slightly conservative,No,No,No
32365,1988,Moderate,No,No,No
32366,1988,Extremeley conservative,No,No,No
32367,1988,Liberal,No,No,No
32368,1988,DK,No,No,No
32369,1988,DK,No,No,No
32370,1988,Slightly conservative,No,No,No
32371,1988,Slightly conservative,No,No,No
32372,1988,DK,No,No,No
32373,1988,Conservative,No,No,No
32374,1988,DK,No,No,No
32375,1988,DK,No,No,No
32376,1988,Moderate,No,No,Yes
32377,1988,Slightly liberal,DK,DK,DK
32378,1988,Moderate,No,No,No
32379,1988,Conservative,No,No,No
32380,1988,Moderate,DK,DK,DK
32381,1988,Moderate,No,No,No
32382,1988,Slightly liberal,No,No,No
32383,1988,Extremely liberal,No,No,No
32384,1988,Moderate,No,No,No
32385,1988,Conservative,No,No,No
32386,1988,Slightly conservative,No,No,No
32387,1988,Slightly conservative,No,No,No
32388,1988,DK,No,No,No
32389,1988,Slightly liberal,No,No,No
32390,1988,DK,No,No,No
32391,1988,DK,No,No,No
32392,1988,Slightly conservative,No,No,No
32393,1988,DK,No,No,No
32394,1988,Extremeley conservative,No,No,No
32395,1988,DK,No,No,No
32396,1988,Moderate,No,No,No
32397,1988,Extremeley conservative,No,No,No
32398,1988,Conservative,DK,DK,DK
32399,1988,Slightly liberal,No,No,No
32400,1988,DK,DK,DK,DK
32401,1988,Slightly liberal,No,No,No
32402,1988,Conservative,DK,DK,DK
32403,1988,Slightly conservative,DK,DK,DK
32404,1988,Slightly liberal,No,No,No
32405,1988,Conservative,No,No,No
32406,1988,DK,DK,DK,DK
32407,1988,Conservative,No,No,No
32408,1988,Slightly conservative,No,No,No
32409,1988,Liberal,No,No,No
32410,1988,Slightly liberal,No,No,No
32411,1988,Slightly liberal,No,No,No
32412,1988,Moderate,No,No,No
32413,1988,Moderate,No,No,No
32414,1988,DK,No,No,No
32415,1988,Moderate,No,No,No
32416,1988,Conservative,No,No,No
32417,1988,Moderate,No,No,No
32418,1988,Conservative,No,No,No
32419,1988,DK,No,No,Yes
32420,1988,Slightly liberal,DK,DK,DK
32421,1988,Moderate,No,No,No
32422,1988,Moderate,No,No,No
32423,1988,Moderate,No,No,No
32424,1988,Slightly conservative,No,No,No
32425,1988,Moderate,No,No,No
32426,1988,Moderate,No,No,No
32427,1988,Conservative,No,No,No
32428,1988,Conservative,No,No,No
32429,1988,Conservative,No,No,No
32430,1988,Conservative,No,No,No
32431,1988,Moderate,No,No,No
32432,1988,Conservative,No,No,No
32433,1988,Slightly conservative,No,No,Yes
32434,1988,Liberal,No,No,Yes
32435,1988,Slightly conservative,No,No,Yes
32436,1988,Slightly conservative,No,No,No
32437,1988,Moderate,DK,DK,DK
32438,1988,Moderate,No,No,No
32439,1988,Moderate,No,No,No
32440,1988,Moderate,No,No,No
32441,1988,DK,DK,DK,DK
32442,1988,Slightly liberal,No,No,No
32443,1988,DK,No,No,No
32444,1988,Slightly conservative,No,No,No
32445,1988,Slightly conservative,No,No,No
32446,1988,Conservative,No,No,No
32447,1988,Conservative,No,No,No
32448,1988,DK,No,No,No
32449,1988,DK,No,No,No
32450,1988,Conservative,No,No,No
32451,1988,DK,No,No,No
32452,1988,Extremeley conservative,No,No,No
32453,1988,Moderate,No,No,No
32454,1988,DK,No,No,No
32455,1988,Slightly liberal,No,No,No
32456,1988,Conservative,No,No,No
32457,1988,Moderate,NA,No,Yes
32458,1988,DK,No,No,No
32459,1988,Moderate,No,No,No
32460,1988,Slightly liberal,No,No,No
32461,1988,Slightly conservative,No,Yes,No
32462,1988,Slightly conservative,No,No,No
32463,1988,Moderate,No,No,Yes
32464,1988,Moderate,No,No,No
32465,1988,DK,No,No,No
32466,1988,Conservative,No,No,No
32467,1988,Slightly conservative,No,No,No
32468,1988,Moderate,No,No,No
32469,1988,Liberal,No,No,No
32470,1988,DK,No,No,No
32471,1988,DK,No,No,No
32472,1988,Slightly conservative,No,No,No
32473,1988,Conservative,NA,No,No
32474,1988,Moderate,No,No,No
32475,1988,Slightly liberal,DK,DK,DK
32476,1988,Slightly conservative,No,DK,No
32477,1988,DK,No,No,No
32478,1988,Slightly liberal,No,No,No
32479,1988,Conservative,No,No,No
32480,1988,DK,No,No,Yes
32481,1988,DK,No,No,No
32482,1988,DK,No,No,No
32483,1988,Moderate,No,No,No
32484,1988,DK,No,No,No
32485,1988,Conservative,No,No,No
32486,1988,Slightly liberal,No,No,No
32487,1988,DK,No,No,No
32488,1988,Moderate,No,No,No
32489,1988,Conservative,No,No,No
32490,1988,Liberal,No,No,No
32491,1988,DK,No,No,No
32492,1988,DK,No,No,No
32493,1988,Moderate,No,No,No
32494,1988,Slightly liberal,No,No,No
32495,1988,Moderate,No,No,No
32496,1988,Conservative,No,No,No
32497,1988,Liberal,DK,DK,DK
32498,1988,Slightly liberal,No,No,Yes
32499,1988,Moderate,DK,DK,DK
32500,1988,Extremeley conservative,No,No,No
32501,1988,Moderate,No,No,No
32502,1988,DK,No,No,No
32503,1988,Conservative,No,No,No
32504,1988,Conservative,DK,DK,DK
32505,1988,Slightly conservative,No,No,No
32506,1988,Moderate,No,No,No
32507,1988,Slightly liberal,No,No,No
32508,1988,Slightly conservative,No,No,No
32509,1988,Conservative,No,No,No
32510,1988,Conservative,No,No,No
32511,1988,Slightly liberal,No,No,No
32512,1988,Conservative,NA,No,No
32513,1988,Conservative,No,No,No
32514,1988,DK,No,No,No
32515,1988,Moderate,DK,DK,DK
32516,1988,DK,No,No,No
32517,1988,Slightly conservative,NA,Yes,No
32518,1988,DK,No,No,Yes
32519,1988,DK,No,No,No
32520,1988,Conservative,DK,DK,DK
32521,1988,DK,No,No,No
32522,1988,DK,No,No,No
32523,1988,Conservative,No,No,No
32524,1988,Moderate,No,No,No
32525,1988,Moderate,No,No,No
32526,1988,Moderate,No,No,No
32527,1988,DK,No,No,No
32528,1988,Conservative,No,No,No
32529,1988,DK,No,Yes,No
32530,1988,DK,No,No,No
32531,1988,Conservative,No,No,Yes
32532,1988,Slightly conservative,No,No,No
32533,1988,Slightly conservative,No,No,No
32534,1988,Moderate,NA,No,No
32535,1988,DK,No,No,No
32536,1988,Moderate,DK,DK,DK
32537,1988,Slightly liberal,No,No,No
32538,1988,DK,No,No,No
32539,1988,Conservative,No,No,No
32540,1988,Moderate,NA,No,No
32541,1988,DK,No,No,No
32542,1988,DK,No,No,No
32543,1988,DK,DK,DK,DK
32544,1988,DK,No,No,No
32545,1988,Moderate,No,No,No
32546,1988,Conservative,No,No,No
32547,1988,DK,No,No,No
32548,1988,DK,DK,DK,DK
32549,1988,Conservative,No,No,No
32550,1988,Moderate,No,No,No
32551,1988,DK,No,No,No
32552,1988,Moderate,No,No,Yes
32553,1988,Moderate,No,No,No
32554,1988,Slightly liberal,NA,Yes,No
32555,1988,Slightly liberal,No,No,No
32556,1988,Liberal,No,No,No
32557,1988,Moderate,No,No,No
32558,1988,Moderate,DK,No,No
32559,1988,DK,No,No,No
32560,1988,Moderate,No,No,No
32561,1988,Extremeley conservative,No,No,No
32562,1988,Extremeley conservative,No,No,No
32563,1988,Moderate,NA,No,No
32564,1988,DK,No,No,No
32565,1988,DK,No,No,No
32566,1988,Extremely liberal,NA,No,No
32567,1988,DK,No,No,No
32568,1988,Extremeley conservative,No,No,No
32569,1988,Moderate,No,No,No
32570,1988,Liberal,No,No,No
32571,1988,Moderate,No,No,No
32572,1988,Slightly conservative,No,No,No
32573,1988,Conservative,No,No,No
32574,1988,Slightly conservative,No,No,No
32575,1988,DK,No,No,No
32576,1988,Extremeley conservative,DK,DK,DK
32577,1988,Moderate,No,No,No
32578,1988,DK,No,No,Yes
32579,1988,Moderate,No,No,No
32580,1988,Liberal,DK,DK,DK
32581,1988,Conservative,No,No,Yes
32582,1988,Conservative,No,No,No
32583,1988,DK,No,No,No
32584,1988,DK,DK,DK,DK
32585,1988,DK,No,No,No
32586,1988,DK,No,No,No
32587,1988,Extremeley conservative,No,No,No
32588,1988,DK,No,No,No
32589,1988,Moderate,No,No,No
32590,1988,DK,No,No,No
32591,1988,DK,No,No,No
32592,1988,Slightly conservative,No,No,No
32593,1988,DK,No,No,No
32594,1988,Moderate,No,No,No
32595,1988,Moderate,DK,DK,DK
32596,1988,Slightly conservative,No,No,No
32597,1988,Moderate,No,No,No
32598,1988,Slightly liberal,No,No,No
32599,1988,DK,No,No,No
32600,1988,DK,NA,Yes,No
32601,1988,Slightly conservative,DK,DK,DK
32602,1988,Slightly conservative,No,No,No
32603,1988,DK,No,No,No
32604,1988,Moderate,No,No,No
32605,1988,Moderate,No,No,No
32606,1988,Moderate,No,No,No
32607,1988,DK,No,No,No
32608,1988,DK,No,No,No
32609,1988,Liberal,No,No,No
32610,1988,Conservative,No,No,No
32611,1988,Moderate,No,No,No
32612,1988,Conservative,No,No,No
32613,1988,Extremely liberal,No,No,No
32614,1988,DK,No,No,No
32615,1988,Conservative,No,No,No
32616,1988,Moderate,No,No,No
32617,1988,Slightly conservative,No,Yes,No
32618,1988,Slightly conservative,No,No,No
32619,1988,Liberal,No,No,No
32620,1988,Conservative,NA,Yes,Yes
32621,1988,Liberal,No,No,No
32622,1988,Slightly liberal,NA,Yes,Yes
32623,1988,DK,DK,DK,DK
32624,1988,DK,DK,DK,DK
32625,1988,Slightly conservative,No,No,No
32626,1988,Moderate,No,No,No
32627,1988,Liberal,NA,Yes,Yes
32628,1988,DK,No,No,No
32629,1988,DK,No,No,No
32630,1988,Moderate,No,No,No
32631,1988,Conservative,No,No,No
32632,1988,DK,No,No,No
32633,1988,Slightly conservative,No,No,No
32634,1988,Slightly conservative,No,No,No
32635,1988,DK,No,No,No
32636,1988,Conservative,No,No,No
32637,1988,Extremeley conservative,No,No,No
32638,1988,Conservative,No,No,No
32639,1988,DK,No,No,No
32640,1988,Moderate,No,No,No
32641,1988,DK,No,No,No
32642,1988,Slightly liberal,No,No,No
32643,1988,DK,No,No,No
32644,1988,Conservative,No,No,No
32645,1988,Conservative,No,No,No
32646,1988,DK,No,No,No
32647,1988,Moderate,No,No,No
32648,1988,Moderate,DK,DK,DK
32649,1988,Conservative,No,No,No
32650,1988,Slightly conservative,DK,DK,DK
32651,1988,Conservative,DK,DK,DK
32652,1988,Slightly liberal,NA,No,Yes
32653,1988,Liberal,No,DK,No
32654,1988,Liberal,NA,No,No
32655,1988,Moderate,No,No,No
32656,1988,Slightly liberal,No,No,No
32657,1988,Liberal,No,No,No
32658,1988,Conservative,NA,Yes,No
32659,1988,Moderate,No,No,No
32660,1988,DK,No,No,No
32661,1988,Conservative,No,No,Yes
32662,1988,DK,No,No,No
32663,1988,Moderate,No,No,No
32664,1988,DK,NA,No,Yes
32665,1988,Moderate,NA,No,Yes
32666,1988,DK,No,No,No
32667,1988,Liberal,No,No,No
32668,1988,DK,No,No,No
32669,1988,DK,No,No,No
32670,1988,Slightly liberal,No,No,No
32671,1988,Slightly liberal,No,No,No
32672,1988,Slightly conservative,No,No,No
32673,1988,DK,No,No,No
32674,1988,DK,No,No,No
32675,1988,DK,No,DK,No
32676,1988,Conservative,No,No,No
32677,1988,Conservative,No,No,No
32678,1988,Moderate,No,No,No
32679,1988,Liberal,No,No,No
32680,1988,DK,DK,DK,DK
32681,1988,DK,No,No,No
32682,1988,Moderate,No,No,No
32683,1988,Moderate,DK,DK,DK
32684,1988,Slightly conservative,No,No,No
32685,1988,Conservative,No,No,No
32686,1988,Slightly conservative,No,No,No
32687,1988,Slightly liberal,No,No,No
32688,1988,DK,No,No,No
32689,1988,Slightly conservative,No,No,No
32690,1988,Moderate,No,No,No
32691,1988,DK,No,No,No
32692,1988,DK,No,No,No
32693,1988,DK,No,No,No
32694,1988,Slightly conservative,No,No,No
32695,1988,Slightly conservative,No,No,No
32696,1988,DK,NA,No,No
32697,1988,DK,DK,DK,DK
32698,1988,DK,No,No,No
32699,1988,DK,DK,DK,DK
32700,1988,Liberal,No,No,No
32701,1988,Slightly conservative,No,No,No
32702,1988,Slightly liberal,No,No,No
32703,1988,Moderate,DK,DK,DK
32704,1988,Slightly liberal,No,No,Yes
32705,1988,DK,No,No,No
32706,1988,Moderate,No,No,No
32707,1988,Liberal,No,No,No
32708,1988,Moderate,NA,Yes,Yes
32709,1988,Slightly conservative,No,No,No
32710,1988,DK,No,No,No
32711,1988,Slightly conservative,No,No,No
32712,1988,DK,No,No,No
32713,1988,Conservative,NA,Yes,No
32714,1988,Slightly conservative,No,No,No
32715,1988,Conservative,NA,No,No
32716,1988,Slightly liberal,No,No,No
32717,1988,Conservative,No,No,No
32718,1988,Moderate,No,No,No
32719,1988,Conservative,DK,DK,DK
32720,1988,DK,No,No,No
32721,1988,Slightly conservative,No,No,No
32722,1988,Extremeley conservative,No,No,Yes
32723,1988,Slightly liberal,No,No,No
32724,1988,DK,DK,DK,DK
32725,1988,DK,No,No,No
32726,1988,Liberal,No,No,No
32727,1988,Moderate,No,No,No
32728,1988,Conservative,No,No,No
32729,1988,Conservative,NA,No,No
32730,1988,Moderate,No,No,No
32731,1988,Moderate,No,No,No
32732,1988,Liberal,No,No,No
32733,1988,DK,No,No,No
32734,1988,DK,No,No,No
32735,1988,Conservative,DK,DK,DK
32736,1988,NA,No,No,No
32737,1988,Conservative,No,No,No
32738,1988,Extremeley conservative,No,No,No
32739,1988,Slightly conservative,DK,DK,DK
32740,1988,Slightly conservative,No,No,No
32741,1988,Moderate,No,No,No
32742,1988,Slightly conservative,No,No,No
32743,1988,Slightly conservative,No,No,No
32744,1988,Slightly conservative,No,No,No
32745,1988,Extremeley conservative,No,No,No
32746,1988,Slightly conservative,No,No,No
32747,1988,Moderate,NA,Yes,No
32748,1988,Conservative,No,No,No
32749,1988,Conservative,No,No,No
32750,1988,DK,No,No,No
32751,1988,Slightly conservative,No,No,Yes
32752,1988,DK,No,No,No
32753,1988,Extremeley conservative,No,No,No
32754,1988,Extremely liberal,No,No,Yes
32755,1988,DK,No,No,No
32756,1988,DK,No,No,No
32757,1988,Conservative,No,No,Yes
32758,1988,Slightly liberal,No,Yes,No
32759,1988,Extremeley conservative,No,No,No
32760,1988,Moderate,No,No,No
32761,1988,Conservative,No,No,No
32762,1988,Moderate,No,No,No
32763,1988,Conservative,No,No,No
32764,1988,Moderate,No,No,No
32765,1988,DK,No,No,No
32766,1988,Slightly conservative,No,No,No
32767,1988,Conservative,No,No,No
32768,1988,Moderate,No,No,No
32769,1988,DK,DK,DK,DK
32770,1988,Slightly liberal,No,No,No
32771,1988,DK,DK,DK,DK
32772,1988,Slightly conservative,No,No,No
32773,1988,Slightly conservative,No,No,No
32774,1988,Conservative,No,No,No
32775,1988,Slightly conservative,No,Yes,Yes
32776,1988,Slightly conservative,No,No,No
32777,1988,Slightly conservative,No,No,No
32778,1988,Liberal,No,No,No
32779,1988,DK,No,No,No
32780,1988,Slightly conservative,No,No,No
32781,1988,DK,DK,DK,DK
32782,1988,Liberal,NA,Yes,Yes
32783,1988,Conservative,No,No,No
32784,1988,Conservative,DK,DK,DK
32785,1988,Slightly conservative,No,No,No
32786,1988,Slightly conservative,No,No,No
32787,1988,Slightly liberal,No,No,No
32788,1988,DK,No,No,No
32789,1988,Moderate,DK,DK,DK
32790,1988,DK,No,No,Yes
32791,1988,DK,No,No,No
32792,1988,Slightly liberal,No,No,No
32793,1988,DK,No,No,No
32794,1988,Moderate,DK,DK,DK
32795,1988,Liberal,No,No,No
32796,1988,Slightly conservative,No,No,No
32797,1988,Conservative,No,No,No
32798,1988,Moderate,No,No,Yes
32799,1988,Slightly liberal,No,No,No
32800,1988,Conservative,NA,No,Yes
32801,1988,DK,DK,DK,DK
32802,1988,Moderate,No,No,No
32803,1988,Slightly liberal,No,No,No
32804,1988,Conservative,No,No,No
32805,1988,DK,DK,DK,DK
32806,1988,DK,No,No,No
32807,1988,DK,No,No,No
32808,1988,DK,No,No,No
32809,1988,DK,No,No,No
32810,1988,DK,No,No,No
32811,1988,Conservative,No,No,No
32812,1988,Moderate,NA,No,No
32813,1988,DK,DK,DK,DK
32814,1988,Conservative,DK,DK,DK
32815,1988,Conservative,No,No,Yes
32816,1988,DK,No,No,No
32817,1988,Moderate,No,No,No
32818,1988,Slightly conservative,No,No,No
32819,1988,DK,No,No,No
32820,1988,Moderate,DK,DK,DK
32821,1988,Slightly liberal,No,Yes,Yes
32822,1988,DK,No,No,No
32823,1988,Slightly conservative,No,No,No
32824,1988,Conservative,DK,DK,DK
32825,1988,Conservative,No,No,No
32826,1988,Conservative,No,No,No
32827,1988,Conservative,DK,DK,DK
32828,1988,Extremeley conservative,No,No,No
32829,1988,DK,No,No,No
32830,1988,Slightly conservative,No,No,No
32831,1988,Conservative,DK,DK,DK
32832,1988,DK,No,No,No
32833,1988,Slightly conservative,No,No,No
32834,1988,Slightly conservative,No,No,No
32835,1988,DK,No,No,No
32836,1988,Conservative,DK,DK,DK
32837,1988,Moderate,DK,DK,DK
32838,1988,Moderate,NA,No,No
32839,1988,DK,No,No,No
32840,1988,DK,No,No,No
32841,1988,Slightly liberal,DK,DK,DK
32842,1988,DK,No,No,No
32843,1988,Moderate,NA,No,Yes
32844,1988,DK,No,No,No
32845,1988,Slightly conservative,No,No,No
32846,1988,DK,No,No,No
32847,1988,Slightly conservative,No,No,No
32848,1988,Moderate,DK,DK,DK
32849,1988,Slightly liberal,No,No,No
32850,1988,Slightly liberal,No,No,No
32851,1988,Moderate,No,No,No
32852,1988,Slightly liberal,No,No,No
32853,1988,Moderate,No,No,No
32854,1988,DK,No,No,No
32855,1988,Moderate,No,No,No
32856,1988,Moderate,No,No,No
32857,1988,Slightly liberal,No,No,No
32858,1988,Slightly conservative,DK,DK,DK
32859,1988,Conservative,No,No,No
32860,1988,DK,No,No,No
32861,1988,Conservative,No,No,No
32862,1988,Slightly conservative,No,No,No
32863,1988,Slightly liberal,No,No,No
32864,1988,Conservative,No,Yes,No
32865,1988,Moderate,DK,DK,DK
32866,1988,Moderate,No,No,No
32867,1988,Moderate,No,No,No
32868,1988,Slightly liberal,No,No,No
32869,1988,DK,No,No,No
32870,1988,DK,No,No,No
32871,1988,DK,No,No,No
32872,1988,Slightly liberal,No,No,No
32873,1988,Moderate,DK,DK,DK
32874,1988,Slightly conservative,No,No,No
32875,1988,Slightly liberal,No,No,No
32876,1988,Conservative,No,No,No
32877,1988,DK,No,No,No
32878,1988,DK,No,No,No
32879,1988,Moderate,No,No,No
32880,1988,Extremeley conservative,No,No,No
32881,1988,Slightly conservative,No,No,No
32882,1988,DK,No,No,No
32883,1988,Slightly conservative,No,No,No
32884,1988,DK,No,No,No
32885,1988,DK,No,No,No
32886,1988,Conservative,DK,DK,DK
32887,1988,Slightly liberal,NA,No,No
32888,1988,Slightly conservative,No,No,No
32889,1988,Moderate,No,No,No
32890,1988,Moderate,No,No,No
32891,1988,Slightly conservative,No,No,No
32892,1988,Slightly conservative,DK,DK,DK
32893,1988,DK,No,No,No
32894,1988,Moderate,No,No,No
32895,1988,DK,DK,DK,DK
32896,1988,DK,No,No,No
32897,1988,Slightly conservative,No,No,No
32898,1988,DK,NA,No,No
32899,1988,Slightly conservative,No,No,No
32900,1988,Moderate,NA,No,No
32901,1988,Conservative,No,No,No
32902,1988,Slightly liberal,No,No,No
32903,1988,Conservative,No,No,No
32904,1988,Liberal,No,No,No
32905,1988,Slightly liberal,No,No,No
32906,1988,Slightly liberal,No,No,No
32907,1988,DK,No,No,No
32908,1988,DK,No,No,No
32909,1988,DK,DK,DK,DK
32910,1988,Slightly conservative,No,No,No
32911,1988,Slightly liberal,NA,No,No
32912,1988,Moderate,No,No,No
32913,1988,DK,No,No,No
32914,1988,Slightly liberal,No,No,No
32915,1988,DK,No,No,Yes
32916,1988,Conservative,No,No,No
32917,1988,Slightly conservative,No,No,No
32918,1988,Extremely liberal,No,No,No
32919,1988,DK,No,No,No
32920,1988,Conservative,No,No,No
32921,1988,DK,DK,DK,DK
32922,1988,DK,No,No,No
32923,1988,Extremely liberal,NA,No,Yes
32924,1988,Liberal,No,No,No
32925,1988,Liberal,No,No,No
32926,1988,DK,No,No,No
32927,1988,Moderate,DK,DK,DK
32928,1988,Slightly conservative,No,No,No
32929,1988,Liberal,No,No,No
32930,1988,Moderate,No,No,No
32931,1988,DK,NA,No,No
32932,1988,Conservative,No,No,No
32933,1988,DK,DK,DK,DK
32934,1988,Moderate,No,Yes,Yes
32935,1988,Extremeley conservative,No,No,No
32936,1988,Moderate,No,No,No
32937,1988,DK,DK,DK,DK
32938,1988,Slightly conservative,DK,DK,DK
32939,1988,DK,No,No,No
32940,1988,DK,DK,DK,DK
32941,1988,Conservative,No,No,No
32942,1988,Moderate,No,No,No
32943,1988,Slightly liberal,No,No,No
32944,1988,Slightly conservative,No,No,No
32945,1988,Conservative,DK,DK,DK
32946,1988,Slightly conservative,No,No,No
32947,1988,Slightly conservative,No,No,No
32948,1988,Conservative,No,No,No
32949,1988,Moderate,DK,DK,DK
32950,1988,Moderate,No,No,No
32951,1988,Moderate,No,No,No
32952,1988,Slightly liberal,No,No,No
32953,1988,DK,No,No,No
32954,1988,Moderate,No,No,No
32955,1988,Slightly conservative,No,No,No
32956,1988,NA,No,No,No
32957,1988,Liberal,No,No,No
32958,1988,Liberal,No,No,No
32959,1988,Liberal,NA,No,No
32960,1988,DK,No,No,No
32961,1988,DK,DK,DK,DK
32962,1988,Slightly liberal,No,No,No
32963,1988,Moderate,No,Yes,No
32964,1988,Slightly conservative,NA,No,No
32965,1988,DK,No,No,No
32966,1988,Liberal,No,No,No
32967,1988,DK,DK,DK,DK
32968,1988,Slightly conservative,No,No,No
32969,1988,Slightly conservative,No,Yes,Yes
32970,1988,DK,DK,DK,DK
32971,1988,Extremeley conservative,No,No,Yes
32972,1988,Moderate,No,Yes,Yes
32973,1988,Slightly liberal,No,No,No
32974,1988,Moderate,No,No,No
32975,1988,DK,DK,DK,DK
32976,1988,Slightly conservative,No,No,No
32977,1988,Slightly conservative,No,No,No
32978,1988,Slightly conservative,NA,No,No
32979,1988,Liberal,NA,No,No
32980,1988,Slightly conservative,No,No,No
32981,1988,Moderate,No,No,No
32982,1988,Slightly liberal,No,No,No
32983,1988,Slightly liberal,No,No,No
32984,1988,Extremeley conservative,No,No,No
32985,1988,Conservative,No,No,No
32986,1988,Moderate,No,No,No
32987,1988,DK,No,No,No
32988,1988,DK,No,No,No
32989,1988,DK,No,No,No
32990,1988,DK,No,No,No
32991,1988,DK,DK,DK,DK
32992,1988,Moderate,No,No,No
32993,1988,Conservative,No,No,No
32994,1988,DK,No,No,No
32995,1988,Extremeley conservative,No,No,No
32996,1988,DK,No,DK,No
32997,1988,Conservative,DK,DK,DK
32998,1988,DK,No,No,No
32999,1988,DK,No,No,No
33000,1988,Moderate,No,No,No
33001,1988,DK,No,No,No
33002,1988,Conservative,No,No,No
33003,1988,Conservative,No,No,Yes
33004,1988,Conservative,No,No,No
33005,1988,DK,No,No,No
33006,1988,Extremeley conservative,NA,No,Yes
33007,1988,Moderate,No,No,No
33008,1988,DK,No,No,No
33009,1988,Conservative,No,No,Yes
33010,1988,Moderate,No,No,No
33011,1988,DK,No,No,Yes
33012,1988,Conservative,DK,DK,DK
33013,1988,Slightly liberal,NA,No,No
33014,1988,DK,No,No,No
33015,1988,DK,DK,DK,DK
33016,1988,DK,No,No,No
33017,1988,Extremeley conservative,DK,DK,DK
33018,1988,Slightly liberal,No,No,No
33019,1988,DK,No,No,No
33020,1988,DK,No,No,No
33021,1988,DK,No,No,No
33022,1988,Slightly liberal,No,No,No
33023,1988,DK,No,No,No
33024,1988,DK,No,No,No
33025,1988,DK,No,No,No
33026,1988,DK,No,No,No
33027,1988,Extremely liberal,No,No,No
33028,1988,Slightly conservative,DK,DK,DK
33029,1988,DK,No,No,No
33030,1988,DK,No,No,No
33031,1988,DK,No,No,No
33032,1988,Slightly conservative,No,No,No
33033,1988,Conservative,DK,DK,DK
33034,1988,Slightly conservative,No,No,No
33035,1988,DK,No,No,No
33036,1988,Moderate,No,No,No
33037,1988,DK,No,No,No
33038,1988,Moderate,No,No,No
33039,1988,Slightly conservative,No,No,No
33040,1988,DK,No,No,No
33041,1988,DK,No,No,No
33042,1988,Conservative,No,No,No
33043,1988,Extremely liberal,No,No,Yes
33044,1988,Conservative,DK,No,No
33045,1988,DK,No,No,No
33046,1988,DK,No,No,No
33047,1988,Extremely liberal,NA,No,Yes
33048,1988,DK,No,No,No
33049,1988,DK,No,No,No
33050,1988,DK,No,No,No
33051,1988,Moderate,No,No,No
33052,1988,Liberal,No,No,No
33053,1988,Slightly conservative,No,No,Yes
33054,1988,DK,DK,DK,DK
33055,1988,Slightly conservative,No,No,No
33056,1988,Slightly conservative,No,No,No
33057,1988,Slightly conservative,No,No,No
33058,1988,Extremeley conservative,NA,No,No
33059,1988,DK,DK,DK,DK
33060,1988,Slightly liberal,No,Yes,No
33061,1988,Moderate,NA,Yes,Yes
33062,1988,DK,No,No,Yes
33063,1988,Moderate,No,No,No
33064,1988,DK,DK,DK,DK
33065,1988,Moderate,No,No,No
33066,1988,DK,No,No,No
33067,1988,Conservative,NA,Yes,Yes
33068,1988,DK,No,No,No
33069,1988,DK,No,No,No
33070,1988,Moderate,DK,DK,DK
33071,1988,DK,No,No,No
33072,1988,DK,No,No,No
33073,1988,DK,No,No,No
33074,1988,Slightly liberal,No,No,No
33075,1988,DK,NA,No,No
33076,1988,Moderate,No,No,No
33077,1988,Liberal,No,No,No
33078,1988,Slightly liberal,No,No,No
33079,1988,Moderate,No,No,No
33080,1988,DK,No,No,No
33081,1988,DK,No,No,No
33082,1988,Moderate,No,No,No
33083,1988,Conservative,No,No,No
33084,1988,DK,DK,DK,DK
33085,1988,Conservative,No,No,No
33086,1988,Slightly liberal,No,No,No
33087,1988,Moderate,No,No,No
33088,1988,Moderate,No,No,No
33089,1988,Moderate,DK,DK,DK
33090,1988,Moderate,No,No,No
33091,1988,Liberal,No,No,Yes
33092,1988,Moderate,No,No,No
33093,1988,Slightly conservative,No,No,No
33094,1988,DK,DK,DK,DK
33095,1988,Conservative,No,No,No
33096,1988,Moderate,No,No,No
33097,1988,DK,NA,No,No
33098,1988,DK,No,No,No
33099,1988,DK,DK,DK,DK
33100,1988,Conservative,No,No,No
33101,1988,DK,No,No,No
33102,1988,Extremeley conservative,DK,DK,DK
33103,1988,Extremeley conservative,No,No,No
33104,1988,Liberal,No,No,No
33105,1988,DK,No,No,No
33106,1988,Moderate,No,No,No
33107,1988,Liberal,No,No,No
33108,1988,DK,No,Yes,Yes
33109,1988,Moderate,NA,Yes,No
33110,1988,DK,DK,DK,DK
33111,1988,Liberal,DK,DK,DK
33112,1988,Moderate,No,No,No
33113,1988,Slightly liberal,No,No,No
33114,1988,DK,No,No,No
33115,1988,Moderate,NA,No,Yes
33116,1988,Moderate,No,No,No
33117,1988,Moderate,No,No,No
33118,1988,Slightly conservative,No,No,No
33119,1988,Conservative,No,Yes,No
33120,1988,DK,No,No,Yes
33121,1988,DK,No,No,No
33122,1988,Conservative,No,No,Yes
33123,1988,Slightly conservative,No,No,No
